title,description,category,condition,original_price,final_price
画板,画板，在校期间使用，整体成色良好，适合有同样兴趣的同学，支持当面验货。,other/other_other,poor,565,63
线性代数 最新版,线性代数 最新版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,like_new,101,52
羽绒服 尺码S,羽绒服 尺码S，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/shoes,like_new,377,202
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/skincare,poor,498,108
降噪耳机 128G 2022款（电子产品/相机/摄像机）,降噪耳机 128G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/camera,fair,1490,691
足球（运动用品/户外装备）,足球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/outdoor,good,1061,703
专业参考书 考研专用,专业参考书 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/professional,good,38,25
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/bedding,good,220,96
双肩包 尺码S,双肩包 尺码S，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/other_clothing,fair,742,255
画板（其他/玩具模型）,画板，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，支持当面验货。,other/toy,like_new,555,281
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/cleaning,like_new,343,235
雨伞,雨伞，宿舍自用，几乎全新，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/cosmetics,new,457,391
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,good,45,30
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/decoration,like_new,165,103
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/cosmetics,fair,70,15
尤克里里,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/appliance,good,2360,1388
漫画合集 第七版,漫画合集 第七版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/reference,good,112,52
跑步鞋,跑步鞋，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/sports_shoes,poor,829,231
宿舍四件套（日用百货/装饰品）,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/decoration,good,256,160
专业参考书 第六版,专业参考书 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/language,like_new,91,67
iPad Pro 256G 2023款,iPad Pro 256G 2023款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,good,3261,1734
专业课教材 最新版,专业课教材 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/novel,like_new,129,77
运动护膝（运动用品/游泳用品）,运动护膝，在学校操场使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/swimming,new,768,664
线性代数 考研专用,线性代数 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/magazine,fair,94,37
水壶（日用百货/装饰品）,水壶，宿舍自用，几乎全新，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/decoration,new,38,30
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/cleaning,good,429,298
MacBook Pro 512G 2020款,MacBook Pro 512G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,poor,4489,848
木吉他,木吉他，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，支持当面验货。,other/furniture,new,1074,947
四六级模拟题 第七版,四六级模拟题 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/language,like_new,151,83
吹风机,吹风机，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，看中的话可以小刀一点。,other/art,new,894,777
小型冰箱（其他/其他）,小型冰箱，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，看中的话可以小刀一点。,other/other_other,good,1249,631
固态硬盘 64G 2023款,固态硬盘 64G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/charger,good,3788,1852
饮料套餐（食品饮料/其他食品）,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,fair,52,20
运动鞋 尺码M（服装配饰/鞋子）,运动鞋 尺码M，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/shoes,like_new,700,381
概率论教程 第六版,概率论教程 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/magazine,new,41,35
雨伞（日用百货/文具用品）,雨伞，宿舍自用，几乎全新，一直保持干净，转给需要的同学，校内自提优先。,daily/stationery,new,372,279
轻薄本 64G 2022款,轻薄本 64G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/accessories,new,4099,3490
瑜伽垫（运动用品/骑行装备）,瑜伽垫，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/cycling,good,649,384
显示器 256G 2023款,显示器 256G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/desktop,good,4904,2594
羽绒服 尺码M,羽绒服 尺码M，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/bag,fair,150,71
卫衣 尺码M,卫衣 尺码M，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/other_clothing,fair,754,322
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/other_daily,fair,11,4
四六级模拟题 考研专用,四六级模拟题 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/other_books,good,100,48
固态硬盘 512G 2021款,固态硬盘 512G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/camera,like_new,1931,1258
画板,画板，在校期间使用，整体成色良好，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/toy,like_new,1882,1046
连帽外套 尺码L,连帽外套 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/accessories,good,220,139
帆布包 尺码S,帆布包 尺码S，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/top,new,296,226
双肩包 尺码L,双肩包 尺码L，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/top,like_new,333,232
双肩包 尺码S（服装配饰/其他服装）,双肩包 尺码S，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/other_clothing,fair,235,53
骑行头盔,骑行头盔，在学校体育馆使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/running,like_new,305,242
四六级模拟题 考研专用,四六级模拟题 考研专用，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/comic,poor,178,50
显示器 64G 2021款,显示器 64G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/camera,new,1308,977
木吉他,木吉他，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/other_other,good,791,388
整箱方便面（食品饮料/零食）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,new,11,8
连帽外套 尺码M,连帽外套 尺码M，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/dress,good,736,466
水壶（日用百货/厨房用品）,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/kitchen,fair,271,75
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/kitchen,like_new,353,180
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/stationery,good,414,175
高数 同济版 最新版,高数 同济版 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/comic,like_new,150,96
MacBook Pro 128G 2021款,MacBook Pro 128G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/tablet,like_new,5133,3241
四六级模拟题 最新版（图书教材/其他图书）,四六级模拟题 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/other_books,new,160,121
蓝牙耳机 64G 2021款,蓝牙耳机 64G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/accessories,like_new,6113,4161
足球,足球，在学校操场使用，整体状态很好，适合日常锻炼，也可以邮寄，运费自理。,sports/cycling,new,1360,1093
